Plataforma,Año_de_Lanzamiento,Género,Editor,Ventas_NA,Ventas_EU,Ventas_JP,Otras_Ventas,Ventas_Globales,Puntuación_Crítica,Número_Críticas,Puntuación_Usuarios,Número_Usuarios,Desarrolladora,Clasificación_ESRB
WiiU,2012,Action,Activision,0.22,0.12,0.0,0.03,0.37,80.0,8.0,6.9,22,Vicarious Visions,E10+ (10 años)
PS3,2013,Racing,Codemasters,0.07,0.22,0.01,0.08,0.37,82.0,20.0,6.6,173,Codemasters,E (6 años)
PS2,2006,Fighting,Atari,0.09,0.07,0.19,0.02,0.37,72.0,31.0,5.8,21,Crafts & Meister,T (13 años)
PS3,2008,Misc,Disney Interactive Studios,0.28,0.06,0.0,0.04,0.37,54.0,11.0,3.5,6,Zoe Mode,E (6 años)
GC,2005,Action,Activision,0.29,0.07,0.0,0.01,0.37,76.0,36.0,7.2,21,Treyarch,T (13 años)
X360,2006,Sports,Spike,0.34,0.0,0.0,0.03,0.37,66.0,22.0,3.9,37,Kush Games,E (6 años)
PS3,2006,Sports,Take-Two Interactive,0.3,0.04,0.0,0.03,0.37,80.0,20.0,7.4,8,Visual Concepts,E (6 años)
WiiU,2012,Misc,Ubisoft,0.21,0.13,0.0,0.03,0.37,66.0,14.0,7.8,37,Ubisoft Paris,E10+ (10 años)
GC,2002,Platform,THQ,0.29,0.07,0.0,0.01,0.37,39.0,7.0,4.7,14,Radical Entertainment,E (6 años)
PC,2010,Racing,Electronic Arts,0.12,0.2,0.0,0.05,0.37,86.0,14.0,6.7,556,Criterion Games,E10+ (10 años)
PS2,2006,Action,Midway Games,0.18,0.14,0.0,0.05,0.37,51.0,34.0,7.0,15,"Pipeworks Software, Inc.",E10+ (10 años)
PS2,2002,Sports,3DO,0.18,0.14,0.0,0.05,0.37,84.0,23.0,7.9,7,3DO,E (6 años)
X360,2009,Misc,Electronic Arts,0.12,0.21,0.0,0.04,0.37,66.0,19.0,6.4,9,EA Bright Light,E (6 años)
X360,2007,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.03,0.37,55.0,44.0,5.9,49,Blueside,M (17 años)
PS2,2007,Action,Activision,0.31,0.01,0.0,0.05,0.37,62.0,15.0,8.3,19,Next Level Games,E10+ (10 años)
PS3,2010,Fighting,Electronic Arts,0.16,0.14,0.01,0.06,0.37,77.0,47.0,6.9,38,EA Tiburon,T (13 años)
DS,2009,Misc,Activision,0.13,0.2,0.0,0.04,0.37,70.0,30.0,6.3,7,Activision,E10+ (10 años)
X360,2005,Shooter,Activision,0.32,0.02,0.0,0.03,0.37,75.0,52.0,6.7,80,Raven Software,M (17 años)
PS3,2013,Sports,Electronic Arts,0.16,0.14,0.0,0.07,0.37,74.0,28.0,3.8,26,EA Tiburon,E (6 años)
PS3,2007,Sports,Electronic Arts,0.29,0.04,0.0,0.03,0.37,85.0,31.0,8.2,57,EA Black Box,T (13 años)
PC,2011,Shooter,Bethesda Softworks,0.14,0.18,0.0,0.06,0.37,79.0,32.0,5.2,1618,id Software,M (17 años)
GC,2004,Role-Playing,Nintendo,0.29,0.07,0.0,0.01,0.37,65.0,31.0,8.1,27,Noise Inc.,T (13 años)
PSP,2010,Action,Ubisoft,0.09,0.18,0.01,0.1,0.37,65.0,10.0,7.4,14,Ubisoft Quebec,T (13 años)
PS4,2016,Shooter,Take-Two Interactive,0.1,0.19,0.02,0.06,0.37,84.0,39.0,8.5,210,2K Games,M (17 años)
3DS,2014,Misc,Square Enix,0.13,0.08,0.15,0.02,0.37,83.0,52.0,8.2,66,Indies Zero,T (13 años)
Wii,2009,Racing,Codemasters,0.1,0.22,0.0,0.04,0.37,51.0,10.0,5.5,22,Codemasters,E10+ (10 años)
GC,2002,Action,Nintendo,0.28,0.07,0.0,0.01,0.37,74.0,18.0,8.3,19,Namco,E (6 años)
X360,2006,Action,Eidos Interactive,0.27,0.07,0.01,0.03,0.37,80.0,54.0,7.3,84,Crystal Dynamics,T (13 años)
PS4,2016,Sports,505 Games,0.03,0.28,0.0,0.05,0.37,85.0,50.0,8.7,1290,Psyonix,E (6 años)
Wii,2007,Sports,Take-Two Interactive,0.34,0.0,0.0,0.03,0.37,66.0,15.0,7.1,14,Blue Castle Games,E (6 años)
DS,2006,Platform,Vivendi Games,0.33,0.01,0.0,0.03,0.37,68.0,10.0,6.8,8,Amaze Entertainment,E (6 años)
PSP,2007,Racing,THQ,0.06,0.2,0.0,0.11,0.37,73.0,6.0,7.8,11,Juice Games,T (13 años)
X360,2011,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37,72.0,55.0,5.9,102,Obsidian Entertainment,T (13 años)
PS4,2016,Racing,Codemasters,0.04,0.27,0.0,0.05,0.37,85.0,46.0,8.1,196,Codemasters,E (6 años)
PSP,2005,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37,73.0,23.0,7.4,14,EA Tiburon,E (6 años)
PS2,2006,Sports,Electronic Arts,0.17,0.13,0.02,0.04,0.37,59.0,27.0,7.7,42,EA Canada,E (6 años)
Wii,2009,Sports,Sega,0.12,0.21,0.0,0.04,0.37,73.0,33.0,7.7,21,Sumo Digital,E (6 años)
Wii,2009,Action,Codemasters,0.11,0.22,0.0,0.04,0.37,68.0,30.0,7.9,15,Climax Group,T (13 años)
DS,2007,Platform,Vivendi Games,0.32,0.02,0.0,0.03,0.37,56.0,4.0,2.7,6,Amaze Entertainment,E (6 años)
PSP,2007,Action,Electronic Arts,0.1,0.17,0.0,0.1,0.37,52.0,11.0,7.6,20,EA Games,E10+ (10 años)
X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.17,0.15,0.0,0.04,0.37,62.0,61.0,7.5,26,GRIN,M (17 años)
PS2,2006,Role-Playing,Namco Bandai Games,0.09,0.07,0.18,0.02,0.37,81.0,34.0,9.0,59,Monolith Soft,T (13 años)
Wii,2008,Role-Playing,Rising Star Games,0.16,0.13,0.04,0.03,0.37,79.0,34.0,8.5,39,Neverland,E10+ (10 años)
Wii,2009,Action,Eidos Interactive,0.16,0.16,0.0,0.04,0.37,79.0,9.0,8.3,12,Io Interactive,E10+ (10 años)
DS,2008,Fighting,Takara Tomy,0.19,0.02,0.13,0.02,0.37,55.0,12.0,5.7,11,Takara Tomy,T (13 años)
WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.25,0.09,0.0,0.03,0.37,73.0,42.0,7.4,109,5TH Cell,E10+ (10 años)
PSP,2006,Role-Playing,Activision,0.33,0.0,0.0,0.03,0.37,81.0,19.0,7.5,14,Vicarious Visions,T (13 años)
PS2,2007,Simulation,Electronic Arts,0.3,0.01,0.0,0.05,0.37,71.0,17.0,8.0,15,EA Redwood Shores,T (13 años)
PSP,2006,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37,75.0,16.0,7.9,11,EA Sports,E (6 años)
Wii,2009,Role-Playing,Rising Star Games,0.16,0.12,0.06,0.03,0.36,67.0,41.0,8.3,63,Tri-Crescendo,T (13 años)
GC,2004,Shooter,Electronic Arts,0.28,0.07,0.0,0.01,0.36,60.0,35.0,6.7,14,EA LA,T (13 años)
PC,2011,Action,Electronic Arts,0.09,0.21,0.0,0.07,0.36,69.0,18.0,5.8,338,Black Box,T (13 años)
PS2,2008,Fighting,Namco Bandai Games,0.08,0.06,0.21,0.02,0.36,48.0,17.0,7.9,37,Dimps Corporation,T (13 años)
DS,2006,Misc,Nintendo,0.3,0.03,0.0,0.03,0.36,87.0,51.0,8.6,105,iNiS,E10+ (10 años)
PS2,2001,Sports,Konami Digital Entertainment,0.18,0.14,0.0,0.05,0.36,58.0,15.0,7.8,14,KCEO,E (6 años)
PC,2014,Strategy,Take-Two Interactive,0.11,0.22,0.0,0.03,0.36,81.0,78.0,5.5,1027,Firaxis Games,E10+ (10 años)
DS,2008,Platform,Konami Digital Entertainment,0.27,0.02,0.04,0.03,0.36,85.0,46.0,8.7,111,Konami,T (13 años)
PC,2009,Shooter,Valve Software,0.0,0.32,0.0,0.04,0.36,89.0,55.0,8.5,2530,Valve Software,M (17 años)
Wii,2010,Misc,MTV Games,0.22,0.11,0.0,0.03,0.36,76.0,12.0,8.8,11,Harmonix Music Systems,T (13 años)
WiiU,2016,Shooter,Nintendo,0.17,0.1,0.07,0.03,0.36,69.0,82.0,7.4,662,PlatinumGames,E10+ (10 años)
PS3,2009,Action,Konami Digital Entertainment,0.13,0.17,0.0,0.06,0.36,59.0,41.0,6.4,28,Zombie Studios,M (17 años)
X360,2010,Action,Ubisoft,0.24,0.09,0.01,0.03,0.36,68.0,57.0,6.3,29,Ubisoft,T (13 años)
PS2,2003,Sports,3DO,0.18,0.14,0.0,0.05,0.36,83.0,17.0,8.1,12,3DO,E (6 años)
PS2,2005,Action,Vivendi Games,0.18,0.14,0.0,0.05,0.36,53.0,6.0,6.0,8,Eurocom Entertainment Software,E (6 años)
PS2,2005,Shooter,Midway Games,0.18,0.14,0.0,0.05,0.36,50.0,24.0,7.0,21,Point of View,M (17 años)
DS,2009,Role-Playing,Namco Bandai Games,0.12,0.02,0.21,0.01,0.36,73.0,21.0,7.9,24,Monolith Soft,E10+ (10 años)
PS3,2009,Platform,Capcom,0.12,0.17,0.01,0.06,0.36,71.0,48.0,7.4,62,GRIN,M (17 años)
PS2,2001,Simulation,Tecmo Koei,0.11,0.09,0.14,0.03,0.36,77.0,13.0,8.5,23,Tecmo,E (6 años)
PS2,2005,Action,THQ,0.18,0.14,0.0,0.05,0.36,60.0,12.0,7.1,8,Heavy Iron Studios,E10+ (10 años)
PSV,2015,Role-Playing,Namco Bandai Games,0.06,0.04,0.23,0.03,0.36,70.0,4.0,7.1,27,"Bandai Namco Games, Artdink",T (13 años)
GBA,2002,Action,Nintendo,0.26,0.1,0.0,0.01,0.36,72.0,7.0,9.3,18,Pax Softonica,E (6 años)
PS2,2001,Role-Playing,Sony Computer Entertainment,0.14,0.11,0.08,0.04,0.36,70.0,23.0,8.5,14,Zener Works,T (13 años)
X360,2009,Fighting,PQube,0.21,0.08,0.04,0.03,0.36,86.0,51.0,8.5,70,Arc System Works,T (13 años)
XB,2005,Action,Take-Two Interactive,0.27,0.08,0.0,0.01,0.36,84.0,27.0,8.7,15,Visual Concepts,E (6 años)
Wii,2009,Fighting,THQ,0.3,0.03,0.0,0.03,0.36,49.0,16.0,6.2,14,Blue Tongue Entertainment,E10+ (10 años)
Wii,2008,Action,Disney Interactive Studios,0.31,0.02,0.0,0.03,0.36,63.0,5.0,7.1,12,Traveller's Tales,T (13 años)
PS,2001,Racing,Activision,0.2,0.14,0.0,0.02,0.36,54.0,16.0,6.3,4,UDS,T (13 años)
XB,2004,Simulation,Microsoft Game Studios,0.27,0.08,0.0,0.01,0.36,81.0,66.0,7.5,23,Day 1 Studios,T (13 años)
PSP,2006,Role-Playing,Square Enix,0.17,0.01,0.16,0.02,0.36,80.0,39.0,8.4,57,TOSE,T (13 años)
PS4,2015,Misc,Ubisoft,0.17,0.13,0.0,0.06,0.36,73.0,10.0,6.8,20,Ubisoft,E10+ (10 años)
XB,2003,Sports,Sega,0.27,0.08,0.0,0.01,0.36,91.0,25.0,8.9,45,Visual Concepts,E (6 años)
PS2,2004,Sports,Zoo Digital Publishing,0.18,0.14,0.0,0.05,0.36,59.0,6.0,8.7,32,Activision,E (6 años)
X360,2010,Action,Activision,0.24,0.08,0.0,0.03,0.36,76.0,68.0,7.6,96,Beenox,T (13 años)
Wii,2007,Action,Ubisoft,0.3,0.03,0.0,0.03,0.36,60.0,17.0,5.9,11,Ubisoft Montreal,E10+ (10 años)
3DS,2014,Role-Playing,Nintendo,0.08,0.04,0.23,0.01,0.36,57.0,25.0,4.8,19,"RED Entertainment, Spike Chunsoft",E10+ (10 años)
PS2,2003,Role-Playing,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.36,72.0,39.0,8.2,33,Cattle Call,T (13 años)
XOne,2016,Action,Ubisoft,0.17,0.16,0.0,0.03,0.36,83.0,9.0,7.7,131,Ubisoft Montreal,M (17 años)
PSP,2008,Sports,Electronic Arts,0.07,0.18,0.0,0.1,0.36,53.0,4.0,5.5,6,Exient Entertainment,E (6 años)
XB,2002,Action,Electronic Arts,0.27,0.08,0.0,0.01,0.36,77.0,13.0,7.2,12,Eurocom Entertainment Software,E (6 años)
PS2,2001,Racing,Midway Games,0.17,0.14,0.0,0.05,0.36,45.0,23.0,5.3,10,Inland Productions,T (13 años)
WiiU,2012,Sports,Ubisoft,0.2,0.12,0.0,0.03,0.36,31.0,13.0,2.7,18,Ubisoft,E (6 años)
XB,2001,Platform,TDK Mediactive,0.25,0.1,0.0,0.01,0.36,49.0,19.0,5.4,9,Digital Illusions,T (13 años)
PSV,2013,Role-Playing,Nippon Ichi Software,0.14,0.05,0.12,0.05,0.35,78.0,15.0,8.4,198,Vanillaware,T (13 años)
PSV,2012,Racing,Sony Computer Entertainment,0.13,0.17,0.0,0.05,0.35,79.0,63.0,8.2,191,Studio Liverpool,E10+ (10 años)
DS,2005,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.35,81.0,45.0,8.7,45,ITL,T (13 años)
PS3,2013,Shooter,D3Publisher,0.04,0.02,0.27,0.01,0.35,69.0,28.0,7.5,52,Sandlot,M (17 años)
PC,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.2,0.0,0.03,0.35,84.0,17.0,8.0,1671,Monolith Productions,M (17 años)
PS2,2006,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35,76.0,43.0,7.6,109,Konami,T (13 años)
X360,2013,Sports,Electronic Arts,0.21,0.12,0.0,0.03,0.35,77.0,28.0,6.2,26,EA Tiburon,E (6 años)
PSP,2008,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.04,0.35,85.0,55.0,8.4,44,SCE Japan Studio,E (6 años)
PSP,2009,Sports,Sega,0.0,0.26,0.0,0.09,0.35,69.0,10.0,6.9,7,Sports Interactive,E (6 años)
PS2,2003,Action,Ubisoft,0.17,0.13,0.0,0.05,0.35,63.0,21.0,8.3,14,Ubisoft Montreal,T (13 años)
DS,2007,Strategy,THQ,0.07,0.24,0.0,0.04,0.35,81.0,25.0,9.1,22,"Team 17, Two Tribes",E10+ (10 años)
PS3,2010,Action,Capcom,0.18,0.12,0.0,0.05,0.35,59.0,50.0,6.0,36,Airtight Games,T (13 años)
PS3,2009,Misc,Activision,0.2,0.11,0.0,0.05,0.35,73.0,34.0,7.2,9,Beenox,T (13 años)
Wii,2009,Sports,Take-Two Interactive,0.32,0.01,0.0,0.03,0.35,79.0,8.0,6.8,16,Take-Two Interactive,E10+ (10 años)
PS2,2001,Fighting,Virgin Interactive,0.15,0.11,0.05,0.04,0.35,71.0,20.0,8.6,34,Eighting/Raizing,T (13 años)
PS2,2003,Racing,THQ,0.17,0.13,0.0,0.04,0.35,56.0,13.0,5.3,8,Pacific Coast Power & Light,T (13 años)
PS,2000,Role-Playing,Atlus,0.03,0.02,0.28,0.02,0.35,83.0,11.0,8.4,25,Atlus Co.,T (13 años)
PS4,2016,Shooter,Deep Silver,0.06,0.21,0.03,0.05,0.35,48.0,43.0,3.8,212,Deep Silver Dambuster Studios,M (17 años)
WiiU,2012,Action,Ubisoft,0.19,0.13,0.0,0.03,0.35,85.0,26.0,7.1,216,Ubisoft Quebec,M (17 años)
PS4,2016,Fighting,Namco Bandai Games,0.11,0.13,0.07,0.05,0.35,66.0,45.0,7.8,49,Spike Chunsoft,T (13 años)
GBA,2003,Action,THQ,0.25,0.09,0.0,0.01,0.35,39.0,13.0,5.8,11,Pocket Studios,E (6 años)
Wii,2009,Fighting,Ubisoft,0.33,0.0,0.0,0.03,0.35,67.0,34.0,8.2,21,Game Arts,E10+ (10 años)
PSV,2013,Action,Tecmo Koei,0.04,0.04,0.25,0.02,0.35,71.0,44.0,8.0,136,Omega Force,T (13 años)
PC,2015,Simulation,Sega,0.0,0.33,0.0,0.02,0.35,81.0,34.0,6.9,97,Sega,E (6 años)
PS2,2003,Action,Capcom,0.17,0.13,0.0,0.04,0.35,65.0,28.0,6.6,48,Cavia Inc.,M (17 años)
GC,2006,Racing,Electronic Arts,0.27,0.07,0.0,0.01,0.35,75.0,12.0,7.8,14,EA Canada,E10+ (10 años)
X360,2010,Fighting,Electronic Arts,0.23,0.09,0.0,0.02,0.35,79.0,63.0,7.0,55,EA Tiburon,T (13 años)
PS3,2013,Shooter,Trion Worlds,0.19,0.1,0.0,0.06,0.35,59.0,21.0,6.9,145,Trion Worlds,M (17 años)
X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.18,0.0,0.04,0.35,48.0,50.0,5.0,53,GRIN,T (13 años)
PS2,2002,Fighting,Sammy Corporation,0.09,0.07,0.16,0.02,0.35,87.0,31.0,8.7,34,Arc System Works,T (13 años)
Wii,2007,Action,Zoo Digital Publishing,0.32,0.0,0.0,0.02,0.35,27.0,9.0,4.8,26,Destination Software,E10+ (10 años)
PS2,2005,Shooter,Ubisoft,0.17,0.13,0.0,0.04,0.35,70.0,15.0,6.9,9,"Red Storm Entertainment, Ubisoft Montreal",M (17 años)
X360,2008,Racing,Capcom,0.11,0.2,0.0,0.04,0.35,68.0,20.0,5.6,12,Milestone S.r.l,E (6 años)
XOne,2016,Action,Warner Bros. Interactive Entertainment,0.19,0.12,0.0,0.03,0.35,71.0,18.0,5.1,15,TT Games,E10+ (10 años)
PS2,2002,Sports,Acclaim Entertainment,0.17,0.13,0.0,0.04,0.35,85.0,31.0,8.7,14,"Z-Axis, Ltd.",T (13 años)
PS4,2016,Platform,Electronic Arts,0.11,0.16,0.02,0.05,0.35,69.0,50.0,4.7,578,EA DICE,T (13 años)
XOne,2014,Shooter,505 Games,0.2,0.11,0.0,0.03,0.35,63.0,12.0,6.6,68,Rebellion,M (17 años)
GC,2004,Sports,Electronic Arts,0.27,0.07,0.0,0.01,0.35,81.0,30.0,8.0,4,EA Tiburon,E (6 años)
PS2,2003,Misc,Konami Digital Entertainment,0.17,0.13,0.0,0.04,0.35,83.0,29.0,9.1,17,Harmonix Music Systems,E (6 años)
PS2,2003,Shooter,Vivendi Games,0.17,0.13,0.0,0.04,0.35,81.0,28.0,8.9,17,Mass Media,T (13 años)
PS2,2000,Role-Playing,Ubisoft,0.1,0.08,0.15,0.03,0.35,59.0,12.0,7.8,4,From Software,T (13 años)
PS3,2008,Shooter,Activision,0.23,0.07,0.0,0.04,0.35,60.0,30.0,6.4,14,"Z-Axis, Ltd.",T (13 años)
PS,1999,Role-Playing,Kadokawa Shoten,0.19,0.13,0.0,0.02,0.35,86.0,12.0,8.9,37,Game Arts,T (13 años)
PSP,2006,Sports,Sony Computer Entertainment,0.32,0.0,0.0,0.03,0.35,83.0,30.0,8.5,32,SCEA San Diego Studios,E (6 años)
GC,2006,Platform,Activision,0.27,0.07,0.0,0.01,0.35,61.0,21.0,9.3,6,Edge of Reality,E10+ (10 años)
PS2,2005,Adventure,Global Star,0.17,0.13,0.0,0.04,0.35,35.0,21.0,4.1,28,"High Voltage Software, Backbone Entertainment",E (6 años)
PS4,2016,Action,Ubisoft,0.03,0.26,0.0,0.05,0.35,81.0,52.0,7.9,110,Nadeo,E (6 años)
Wii,2011,Sports,Electronic Arts,0.2,0.11,0.0,0.03,0.34,85.0,14.0,6.7,7,Electronic Arts,E (6 años)
X360,2007,Action,Electronic Arts,0.3,0.01,0.0,0.03,0.34,69.0,48.0,6.3,108,EA Chicago,M (17 años)
PS2,2006,Action,Tecmo Koei,0.11,0.09,0.12,0.03,0.34,62.0,23.0,9.1,24,Omega Force,T (13 años)
WiiU,2013,Shooter,Activision,0.22,0.09,0.01,0.03,0.34,69.0,6.0,3.4,256,Treyarch,M (17 años)
PS3,2011,Action,Activision,0.11,0.18,0.0,0.06,0.34,57.0,41.0,5.6,27,High Moon Studios,T (13 años)
DC,1999,Fighting,Namco Bandai Games,0.0,0.0,0.34,0.0,0.34,98.0,24.0,8.8,200,Namco,T (13 años)
PS,1999,Racing,Psygnosis,0.19,0.13,0.0,0.02,0.34,89.0,14.0,8.5,15,Psygnosis,E (6 años)
Wii,2011,Fighting,THQ,0.23,0.08,0.0,0.03,0.34,74.0,6.0,5.2,9,Yuke's,T (13 años)
X360,2011,Fighting,THQ,0.18,0.14,0.0,0.03,0.34,75.0,64.0,7.2,45,THQ,T (13 años)
PS3,2009,Action,Eidos Interactive,0.14,0.15,0.0,0.06,0.34,73.0,37.0,8.7,62,Io Interactive,E10+ (10 años)
X360,2012,Fighting,Namco Bandai Games,0.19,0.11,0.01,0.03,0.34,83.0,35.0,7.5,90,Namco Bandai Games,T (13 años)
GBA,2002,Action,Atari,0.25,0.09,0.0,0.01,0.34,73.0,9.0,6.6,14,Sennari Interactive,T (13 años)
PS2,2003,Simulation,Tecmo Koei,0.08,0.06,0.19,0.02,0.34,77.0,21.0,9.1,18,Tecmo,E (6 años)
DS,2009,Action,Eidos Interactive,0.16,0.15,0.0,0.04,0.34,61.0,10.0,5.8,4,Magic Pockets,E10+ (10 años)
PS2,2004,Adventure,Disney Interactive Studios,0.17,0.13,0.0,0.04,0.34,65.0,34.0,8.6,20,Capcom,E10+ (10 años)
Wii,2007,Strategy,Nintendo,0.22,0.02,0.08,0.02,0.34,75.0,38.0,7.6,45,Kuju Entertainment,T (13 años)
PS2,2009,Racing,Sony Computer Entertainment,0.07,0.03,0.0,0.25,0.34,72.0,10.0,8.3,6,Virtuos,T (13 años)
XB,2004,Shooter,Eidos Interactive,0.26,0.07,0.0,0.01,0.34,78.0,44.0,8.8,15,Io Interactive,M (17 años)
X360,2010,Strategy,Square Enix,0.23,0.09,0.0,0.03,0.34,75.0,28.0,7.1,23,Gas Powered Games,E10+ (10 años)
PS2,2001,Simulation,Eidos Interactive,0.17,0.13,0.0,0.04,0.34,65.0,15.0,8.1,7,Core Design Ltd.,T (13 años)
PS3,2010,Sports,Ubisoft,0.11,0.17,0.0,0.06,0.34,45.0,17.0,4.3,8,Asobo Studio,E (6 años)
PC,2013,Strategy,THQ,0.06,0.25,0.0,0.04,0.34,80.0,82.0,2.1,6157,Relic,M (17 años)
Wii,2006,Simulation,Nintendo,0.28,0.01,0.03,0.03,0.34,80.0,49.0,8.0,47,Atlus,T (13 años)
GC,2005,Fighting,THQ,0.26,0.07,0.0,0.01,0.34,76.0,36.0,6.0,263,Yuke's,T (13 años)
XB,2004,Simulation,Electronic Arts,0.22,0.11,0.0,0.01,0.34,70.0,28.0,6.5,10,Maxis,T (13 años)
XOne,2014,Platform,Ubisoft,0.13,0.18,0.0,0.03,0.34,91.0,6.0,7.9,218,Ubisoft Montpellier,E10+ (10 años)
DS,2005,Action,THQ,0.31,0.0,0.0,0.02,0.34,67.0,5.0,7.6,10,Tantatus,E (6 años)
PS3,2008,Misc,Electronic Arts,0.25,0.05,0.0,0.04,0.34,54.0,4.0,6.7,13,Electronic Arts,E (6 años)
DS,2008,Simulation,Electronic Arts,0.29,0.02,0.0,0.03,0.34,69.0,16.0,7.3,8,Electronic Arts,E (6 años)
X360,2006,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34,56.0,51.0,7.3,58,K2 LLC,M (17 años)
PS3,2007,Action,THQ,0.13,0.15,0.0,0.05,0.34,69.0,35.0,7.2,40,Nihilistic,M (17 años)
PS2,2004,Adventure,Vivendi Games,0.17,0.13,0.0,0.04,0.34,60.0,44.0,6.3,18,High Voltage Software,M (17 años)
XB,2006,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.34,75.0,29.0,8.6,17,EA Canada,E (6 años)
PSP,2011,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04,0.34,59.0,16.0,7.2,26,Racjin,T (13 años)
X360,2006,Shooter,Vivendi Games,0.28,0.03,0.0,0.03,0.34,85.0,44.0,7.3,131,Day 1 Studios,M (17 años)
3DS,2011,Strategy,Ubisoft,0.22,0.09,0.0,0.03,0.34,77.0,49.0,7.9,78,Ubisoft,T (13 años)
GBA,2005,Racing,Disney Interactive Studios,0.24,0.09,0.0,0.01,0.34,47.0,9.0,6.8,4,Buena Vista Interactive,E (6 años)
GC,2003,Action,Konami Digital Entertainment,0.26,0.07,0.0,0.01,0.34,57.0,25.0,8.0,8,Konami,E (6 años)
X360,2005,Action,Microsoft Game Studios,0.28,0.03,0.0,0.03,0.34,79.0,76.0,8.1,107,Rare Ltd.,T (13 años)
PS3,2009,Action,Tecmo Koei,0.14,0.03,0.15,0.02,0.34,62.0,22.0,7.0,26,Omega Force,T (13 años)
PS3,2010,Shooter,Sony Computer Entertainment,0.13,0.15,0.01,0.05,0.34,60.0,39.0,6.2,11,Cohort Studios,T (13 años)
DS,2007,Puzzle,D3Publisher,0.28,0.0,0.03,0.02,0.34,82.0,41.0,8.7,32,1st Playable Productions,E10+ (10 años)
PS2,2008,Action,Namco Bandai Games,0.04,0.03,0.25,0.01,0.34,52.0,8.0,6.5,8,Omega Force,T (13 años)
PSP,2008,Role-Playing,Square Enix,0.14,0.01,0.16,0.02,0.34,75.0,37.0,7.1,26,TOSE,T (13 años)
PS2,2001,Racing,Atari,0.16,0.13,0.0,0.04,0.34,69.0,16.0,6.8,6,Paradigm Entertainment,E (6 años)
XB,2005,Shooter,NovaLogic,0.25,0.07,0.0,0.01,0.34,61.0,37.0,6.6,19,Climax Group,T (13 años)
X360,2007,Action,Disney Interactive Studios,0.29,0.02,0.0,0.03,0.34,58.0,42.0,5.3,21,Eurocom Entertainment Software,T (13 años)
PS3,2007,Misc,Sony Computer Entertainment,0.28,0.0,0.02,0.03,0.33,75.0,43.0,8.2,51,SCEJ,T (13 años)
XB,2006,Shooter,Ubisoft,0.21,0.11,0.0,0.01,0.33,66.0,14.0,6.0,27,Ubisoft Shanghai,T (13 años)
PS3,2008,Sports,Electronic Arts,0.29,0.02,0.0,0.03,0.33,88.0,25.0,7.7,41,EA Canada,E10+ (10 años)
PS4,2016,Role-Playing,Square Enix,0.08,0.14,0.08,0.04,0.33,77.0,74.0,8.3,222,Square Enix,E10+ (10 años)
GBA,2003,Platform,THQ,0.24,0.09,0.0,0.01,0.33,72.0,21.0,8.1,18,Rare Ltd.,E (6 años)
PS4,2016,Sports,Electronic Arts,0.19,0.08,0.0,0.06,0.33,78.0,26.0,5.8,67,"EA Canada, EA Vancouver",E10+ (10 años)
DS,2007,Platform,Capcom,0.22,0.0,0.09,0.02,0.33,78.0,27.0,8.6,32,Inti Creates,E10+ (10 años)
PS3,2009,Sports,Electronic Arts,0.31,0.0,0.0,0.03,0.33,75.0,17.0,7.8,6,EA Canada,E (6 años)
PSP,2006,Role-Playing,Sony Computer Entertainment,0.21,0.0,0.1,0.02,0.33,87.0,45.0,8.2,74,Level 5,T (13 años)
X360,2011,Action,Electronic Arts,0.19,0.11,0.0,0.03,0.33,44.0,31.0,5.4,24,EA Bright Light,T (13 años)
DS,2006,Adventure,THQ,0.3,0.01,0.0,0.03,0.33,64.0,9.0,6.4,7,TOSE,E (6 años)
PSP,2004,Misc,Sony Computer Entertainment,0.13,0.15,0.0,0.05,0.33,51.0,48.0,5.8,4,Shift,E10+ (10 años)
GC,2003,Fighting,THQ,0.26,0.07,0.0,0.01,0.33,76.0,26.0,8.7,47,Yuke's,T (13 años)
GC,2005,Simulation,Electronic Arts,0.26,0.07,0.0,0.01,0.33,73.0,22.0,8.3,8,Maxis,T (13 años)
XB,2003,Action,Universal Interactive,0.25,0.07,0.0,0.01,0.33,69.0,25.0,7.7,9,Radical Entertainment,T (13 años)
PSP,2006,Role-Playing,Ubisoft,0.14,0.12,0.0,0.08,0.33,65.0,46.0,8.3,28,Sony Online Entertainment,T (13 años)
PS2,2001,Platform,Sony Computer Entertainment,0.12,0.1,0.08,0.03,0.33,91.0,18.0,9.1,72,Namco,E (6 años)
